CustomerID,State,PlanType,InternetType,Contract,TenureMonths,MonthlyRecharge,TotalSpend,DataUsageGB,CallMinutes,CustomerServiceCalls,NetworkComplaints,Churn
BSNL984566,Telangana,Prepaid,4G,Monthly,2,897.55,1713.14,18.19,320,7,3,Yes
BSNL176051,Andhra Pradesh,Prepaid,4G,Monthly,66,398.65,26281.5,18.2,697,2,2,Yes
BSNL420868,Maharashtra,Prepaid,4G,Monthly,66,366.3,24032.86,31.25,1094,0,0,No
BSNL688010,Maharashtra,Postpaid,3G,Monthly,55,196.9,10695.83,21.19,204,0,0,No
BSNL475687,Karnataka,Postpaid,Broadband,Monthly,31,184.6,5654.44,38.17,307,0,1,No
BSNL390265,Karnataka,Prepaid,4G,Monthly,30,159.12,4817.53,40.7,1359,7,2,Yes
BSNL892871,Andhra Pradesh,Postpaid,3G,Annual,42,633.67,26468.27,6.82,1051,2,1,Yes
BSNL437440,Maharashtra,Postpaid,4G,Annual,62,496.57,30666.44,22.66,1852,0,0,No
BSNL488447,Telangana,Prepaid,4G,Monthly,39,1095.62,42679.36,25.02,1847,1,0,No
BSNL883422,Andhra Pradesh,Postpaid,4G,Monthly,20,859.37,17055.67,45.95,138,0,0,No
BSNL395966,Telangana,Prepaid,4G,Annual,48,652.86,31344.36,34.12,1999,0,2,No
BSNL345428,Tamil Nadu,Prepaid,4G,Annual,69,852.89,58752.27,24.9,540,0,1,No
BSNL483144,Andhra Pradesh,Prepaid,4G,Monthly,36,321.03,11632.39,26.21,1706,5,2,Yes
BSNL639051,Andhra Pradesh,Prepaid,Broadband,Monthly,13,856.03,11048.08,46.97,412,1,1,No
BSNL109262,Andhra Pradesh,Prepaid,Broadband,Annual,50,1149.85,57298.85,14.66,1424,2,2,No
BSNL692396,Kerala,Prepaid,4G,Monthly,65,308.02,20168.66,1.56,904,3,0,No
BSNL260903,Kerala,Prepaid,4G,Monthly,45,837.6,37664.85,24.34,852,1,0,No
BSNL764192,Tamil Nadu,Prepaid,Broadband,Monthly,25,911.21,22654.26,41.57,984,2,2,No
BSNL104166,Kerala,Postpaid,None,Annual,38,290.52,11053.1,23.15,70,2,2,Yes
BSNL364433,Kerala,Prepaid,Broadband,Two Year,45,463.25,20846.77,9.79,718,0,0,No
BSNL446724,Andhra Pradesh,Prepaid,Broadband,Monthly,22,169.92,3584.47,41.79,669,0,0,No
BSNL504773,Maharashtra,Prepaid,4G,Annual,54,466.64,25395.99,3.74,722,1,1,No
BSNL784505,Kerala,Postpaid,4G,Two Year,23,671.2,15464.08,10.69,349,2,0,No
BSNL800006,Maharashtra,Prepaid,4G,Annual,6,475.7,2693.88,31.63,1941,0,1,No
BSNL183031,Karnataka,Postpaid,4G,Monthly,8,1163.27,9261.84,43.72,644,3,2,Yes
BSNL988739,Karnataka,Prepaid,4G,Two Year,64,839.91,53848.05,21.13,1265,7,1,Yes
BSNL274599,Andhra Pradesh,Prepaid,Broadband,Monthly,50,847.93,42394.36,41.23,1640,1,0,No
BSNL758489,Kerala,Prepaid,Broadband,Monthly,19,906.21,17232.09,28.34,1864,1,0,No
BSNL277485,Maharashtra,Postpaid,4G,Monthly,56,1010.72,56659.2,12.71,1017,0,0,No
BSNL736196,Telangana,Prepaid,Broadband,Monthly,21,609.83,12758.03,36.65,1435,0,0,No
BSNL405576,Karnataka,Prepaid,4G,Monthly,40,266.53,10493.39,28.23,862,2,0,No
BSNL505878,Maharashtra,Prepaid,4G,Annual,45,1176.98,52990.32,27.75,540,2,3,Yes
BSNL981116,Telangana,Postpaid,4G,Monthly,23,882.24,20303.36,18.74,58,5,3,Yes
BSNL707327,Kerala,Prepaid,4G,Monthly,13,1039.23,13629.83,44.87,1593,0,0,No
BSNL398603,Telangana,Postpaid,3G,Monthly,39,1051.14,40957.65,49.26,501,1,0,No
BSNL762789,Maharashtra,Prepaid,Broadband,Two Year,61,190.5,11519.26,20.59,1238,3,1,Yes
BSNL761009,Tamil Nadu,Prepaid,Broadband,Two Year,59,171.5,10313.17,41.0,816,0,2,No
BSNL954447,Tamil Nadu,Prepaid,Broadband,Monthly,14,1115.16,15615.56,8.0,557,3,3,Yes
BSNL702686,Kerala,Prepaid,4G,Annual,31,1033.27,32175.31,5.96,1888,0,1,No
BSNL826119,Andhra Pradesh,Postpaid,3G,Monthly,63,256.36,16205.81,6.13,1749,0,0,No
BSNL186228,Andhra Pradesh,Postpaid,3G,Monthly,58,848.07,49314.66,45.5,896,2,2,Yes
BSNL101300,Telangana,Prepaid,Broadband,Monthly,35,641.42,22522.83,23.87,1501,5,1,Yes
BSNL611102,Tamil Nadu,Prepaid,4G,Monthly,1,854.49,684.22,21.75,1293,2,2,Yes
BSNL549420,Kerala,Prepaid,4G,Annual,43,326.46,14133.65,29.75,1929,3,0,No
BSNL796838,Maharashtra,Postpaid,4G,Monthly,54,730.17,39268.96,31.78,1292,4,1,Yes
BSNL488466,Karnataka,Prepaid,4G,Annual,63,1048.97,66235.79,44.64,1709,3,4,Yes
BSNL312828,Tamil Nadu,Postpaid,4G,Monthly,50,963.69,48222.12,31.25,92,3,2,Yes
BSNL540916,Andhra Pradesh,Prepaid,4G,Annual,64,718.28,45893.63,19.16,132,0,1,No
BSNL524919,Karnataka,Prepaid,4G,Monthly,11,598.58,6457.78,5.17,1120,1,0,No
BSNL102005,Kerala,Prepaid,Broadband,Monthly,35,805.66,28029.25,23.02,903,0,2,No
BSNL859560,Andhra Pradesh,Prepaid,4G,Annual,1,405.27,520.27,48.59,69,5,0,No
BSNL576185,Tamil Nadu,Prepaid,4G,Monthly,52,467.53,24498.73,36.55,738,2,1,No
BSNL315983,Maharashtra,Prepaid,4G,Monthly,65,1148.55,74514.64,41.12,203,1,0,No
BSNL430300,Karnataka,Prepaid,3G,Annual,46,328.74,15016.54,17.81,920,5,1,Yes
BSNL159160,Kerala,Postpaid,4G,Monthly,15,591.73,9039.88,39.53,393,1,1,No
BSNL964906,Andhra Pradesh,Postpaid,4G,Monthly,6,666.45,3880.59,49.59,1004,0,0,No
BSNL900170,Maharashtra,Prepaid,3G,Two Year,19,460.8,8639.04,16.12,538,3,3,Yes
BSNL292153,Telangana,Prepaid,4G,Monthly,47,429.65,20342.59,5.56,304,0,1,No
BSNL359118,Maharashtra,Postpaid,4G,Monthly,58,355.97,20720.81,13.28,1821,5,4,Yes
BSNL986023,Kerala,Prepaid,3G,Annual,60,209.1,12556.42,47.53,748,3,1,No
BSNL867001,Telangana,Postpaid,4G,Monthly,25,445.99,11321.47,14.71,547,3,3,Yes
BSNL574015,Karnataka,Prepaid,None,Monthly,42,1157.66,48435.58,29.79,1158,4,2,Yes
BSNL582986,Telangana,Prepaid,4G,Monthly,41,1083.66,44253.93,21.35,234,4,2,Yes
BSNL568927,Maharashtra,Postpaid,3G,Monthly,57,1170.14,66887.14,49.44,1043,3,0,Yes
BSNL528700,Telangana,Prepaid,4G,Monthly,43,806.45,34532.35,7.89,1087,0,0,No
BSNL764457,Maharashtra,Postpaid,3G,Two Year,64,551.34,35291.38,7.55,1181,4,3,Yes
BSNL313803,Telangana,Prepaid,4G,Monthly,18,530.69,9653.19,6.32,1265,1,0,No
BSNL915626,Andhra Pradesh,Postpaid,None,Annual,36,584.49,20951.46,29.23,158,1,2,No
BSNL205922,Tamil Nadu,Postpaid,4G,Monthly,17,685.18,11799.63,17.24,106,3,1,Yes
BSNL384416,Andhra Pradesh,Prepaid,Broadband,Monthly,26,610.21,15951.04,4.82,100,2,2,Yes
BSNL748025,Telangana,Postpaid,Broadband,Monthly,25,1164.62,29127.96,25.68,1520,0,1,No
BSNL442830,Kerala,Prepaid,4G,Monthly,64,570.42,36334.83,45.26,455,1,0,No
BSNL851058,Andhra Pradesh,Prepaid,4G,Annual,12,739.44,9030.67,14.12,1292,2,5,Yes
BSNL630514,Karnataka,Prepaid,Broadband,Monthly,37,290.85,10814.26,23.39,1778,4,4,Yes
BSNL262510,Maharashtra,Prepaid,Broadband,Monthly,67,514.87,34638.32,2.67,947,1,1,No
BSNL380963,Kerala,Prepaid,4G,Annual,25,217.13,5364.7,9.64,512,3,0,Yes
BSNL663298,Tamil Nadu,Prepaid,4G,Monthly,6,536.24,3413.54,16.82,910,3,0,No
BSNL608297,Andhra Pradesh,Postpaid,Broadband,Monthly,40,354.79,14180.58,30.98,1448,1,3,Yes
BSNL661964,Maharashtra,Prepaid,4G,Monthly,37,1057.42,38927.17,3.07,221,1,4,Yes
BSNL332489,Kerala,Prepaid,4G,Monthly,17,825.59,14177.24,23.75,792,3,0,Yes
BSNL206344,Karnataka,Postpaid,3G,Annual,60,1198.42,71985.41,4.28,564,4,0,No
BSNL909365,Tamil Nadu,Prepaid,4G,Annual,3,537.56,1614.62,22.45,354,4,5,Yes
BSNL617464,Maharashtra,Postpaid,Broadband,Monthly,45,941.56,42243.52,19.59,1684,5,3,Yes
BSNL138498,Telangana,Postpaid,Broadband,Annual,8,471.94,3903.34,29.18,1012,6,2,Yes
BSNL230164,Tamil Nadu,Prepaid,4G,Annual,37,762.48,28236.94,21.08,1329,1,2,Yes
BSNL888761,Telangana,Prepaid,4G,Monthly,29,222.44,6580.74,28.97,1641,1,1,No
BSNL924757,Telangana,Postpaid,4G,Annual,7,556.83,3951.87,49.92,1354,0,0,No
BSNL285198,Kerala,Prepaid,4G,Annual,33,482.99,16073.2,12.23,1022,2,3,Yes
BSNL852638,Telangana,Postpaid,4G,Monthly,33,984.16,32537.18,16.9,1726,0,0,No
BSNL620660,Andhra Pradesh,Postpaid,3G,Annual,56,732.11,40929.97,8.75,1260,3,3,Yes
BSNL296842,Andhra Pradesh,Prepaid,4G,Monthly,66,761.64,50405.38,49.36,543,1,1,No
BSNL687971,Kerala,Postpaid,4G,Annual,58,535.28,31019.4,18.0,711,4,1,No
BSNL596310,Kerala,Postpaid,4G,Two Year,2,753.5,1605.04,40.05,1929,3,3,Yes
BSNL385723,Tamil Nadu,Prepaid,4G,Monthly,41,232.09,9503.27,17.13,428,1,0,No
BSNL111272,Andhra Pradesh,Postpaid,3G,Monthly,69,487.9,33527.51,46.95,1294,1,3,Yes
BSNL842253,Kerala,Prepaid,4G,Monthly,10,412.44,3930.24,6.36,233,3,1,No
BSNL550020,Maharashtra,Prepaid,3G,Monthly,28,391.49,10815.44,43.82,1608,0,1,No
BSNL859911,Andhra Pradesh,Prepaid,3G,Monthly,39,1086.12,42451.91,30.03,1854,2,2,Yes
BSNL531197,Andhra Pradesh,Prepaid,None,Monthly,40,877.45,35266.82,43.28,956,0,0,No
BSNL468616,Tamil Nadu,Postpaid,Broadband,Annual,4,1053.2,4043.11,15.18,1715,2,1,No
BSNL326108,Telangana,Postpaid,4G,Annual,13,156.3,2069.31,16.22,1455,0,0,No
BSNL674768,Telangana,Prepaid,4G,Two Year,16,186.45,2814.69,38.34,1134,0,1,No
BSNL707407,Tamil Nadu,Prepaid,4G,Monthly,12,407.06,4745.3,17.65,665,0,1,No
BSNL340339,Kerala,Prepaid,3G,Monthly,57,524.45,30021.28,8.37,857,3,1,No
BSNL827954,Tamil Nadu,Prepaid,4G,Annual,33,1032.14,34070.81,30.44,1108,1,0,No
BSNL520746,Karnataka,Prepaid,4G,Monthly,67,1044.22,70162.11,9.15,1152,3,3,Yes
BSNL457836,Kerala,Postpaid,4G,Monthly,39,513.7,19887.33,17.02,1008,1,0,No
BSNL623210,Andhra Pradesh,Prepaid,None,Two Year,16,624.36,9954.14,46.5,1485,3,3,Yes
BSNL560668,Telangana,Prepaid,3G,Monthly,63,712.02,44944.07,23.11,1494,0,1,No
BSNL315444,Telangana,Prepaid,4G,Monthly,33,254.76,8236.62,37.75,223,2,0,No
BSNL478139,Maharashtra,Prepaid,4G,Monthly,25,289.08,7189.52,45.24,99,0,0,No
BSNL639623,Tamil Nadu,Prepaid,4G,Annual,49,605.74,29488.94,26.91,1854,0,2,No
BSNL785811,Kerala,Prepaid,4G,Monthly,41,406.49,16641.09,40.38,1321,0,1,No
BSNL959295,Telangana,Postpaid,4G,Monthly,31,959.76,29581.56,48.78,144,3,3,Yes
BSNL409218,Tamil Nadu,Prepaid,4G,Two Year,16,1179.53,18751.48,40.32,1235,2,1,No
BSNL339744,Maharashtra,Postpaid,None,Monthly,65,818.48,53201.69,35.64,1616,3,3,Yes
BSNL704979,Andhra Pradesh,Prepaid,Broadband,Monthly,30,878.14,26453.03,28.97,783,5,1,No
BSNL204220,Kerala,Postpaid,Broadband,Monthly,42,231.65,9643.5,45.3,1745,4,1,Yes
BSNL680347,Telangana,Prepaid,Broadband,Annual,8,531.28,4067.16,50.0,540,1,0,No
BSNL198510,Karnataka,Prepaid,4G,Monthly,15,647.38,9691.9,31.76,282,3,0,No
BSNL487738,Karnataka,Prepaid,Broadband,Monthly,66,863.97,56916.21,33.02,197,4,0,Yes
BSNL786695,Maharashtra,Prepaid,4G,Annual,8,1039.62,8478.37,10.08,1119,0,0,No
BSNL747507,Telangana,Prepaid,None,Monthly,10,701.81,6832.06,20.83,736,0,0,No
BSNL713936,Tamil Nadu,Prepaid,4G,Monthly,24,265.18,6343.15,47.37,1369,4,2,Yes
BSNL389362,Kerala,Prepaid,4G,Two Year,9,1155.08,10282.86,17.87,290,1,1,No
BSNL144177,Kerala,Postpaid,3G,Monthly,62,939.96,58449.86,44.15,595,1,1,No
BSNL149715,Andhra Pradesh,Prepaid,3G,Monthly,54,312.63,17046.22,36.85,161,5,2,Yes
BSNL367438,Andhra Pradesh,Prepaid,4G,Monthly,41,845.86,34855.52,4.79,288,1,2,No
BSNL235518,Karnataka,Prepaid,4G,Monthly,39,951.65,36992.34,4.25,1013,3,4,Yes
BSNL333516,Telangana,Postpaid,4G,Monthly,2,1039.06,2183.29,45.56,80,0,0,No
BSNL573601,Karnataka,Postpaid,3G,Annual,19,294.3,5481.56,15.13,1788,0,0,No
BSNL980919,Karnataka,Postpaid,4G,Monthly,40,995.04,39617.99,4.24,1743,6,3,Yes
BSNL995194,Andhra Pradesh,Postpaid,4G,Monthly,20,765.44,15298.95,7.1,1295,1,1,No
BSNL650436,Telangana,Postpaid,Broadband,Annual,33,233.2,7886.32,5.57,373,0,0,No
BSNL139595,Tamil Nadu,Postpaid,3G,Monthly,54,1110.84,60147.09,46.46,1252,2,0,No
BSNL475844,Kerala,Prepaid,Broadband,Monthly,2,520.42,1080.95,2.64,906,3,3,Yes
BSNL897512,Telangana,Prepaid,4G,Monthly,58,675.86,39285.13,46.68,1815,0,2,No
BSNL267353,Tamil Nadu,Prepaid,3G,Monthly,5,196.81,873.76,4.72,611,2,3,Yes
BSNL442110,Telangana,Prepaid,4G,Monthly,23,1104.17,25535.43,27.17,717,1,1,Yes
BSNL595575,Maharashtra,Prepaid,4G,Monthly,23,859.22,19869.56,43.05,721,2,0,Yes
BSNL970078,Andhra Pradesh,Prepaid,4G,Monthly,16,504.32,8220.25,43.77,1247,1,0,No
BSNL161499,Maharashtra,Postpaid,3G,Two Year,25,951.21,23750.32,10.69,1455,2,0,Yes
BSNL755719,Telangana,Postpaid,3G,Monthly,4,746.28,3121.66,37.62,1094,1,1,No
BSNL148297,Tamil Nadu,Postpaid,4G,Monthly,27,723.32,19660.46,3.01,1057,1,0,No
BSNL797532,Kerala,Prepaid,None,Annual,63,648.19,40790.33,43.13,89,1,0,No
BSNL953502,Telangana,Postpaid,4G,Monthly,3,1198.59,3719.77,30.31,298,1,1,Yes
BSNL378415,Karnataka,Prepaid,4G,Monthly,54,532.29,28932.61,13.92,1692,1,0,No
BSNL238090,Maharashtra,Postpaid,4G,Monthly,68,937.69,63769.48,15.0,574,4,1,Yes
BSNL138809,Karnataka,Prepaid,3G,Monthly,30,706.83,21071.48,48.26,671,1,1,No
BSNL763402,Tamil Nadu,Postpaid,None,Two Year,32,462.71,14864.75,19.09,211,5,2,Yes
BSNL720338,Karnataka,Prepaid,4G,Annual,69,985.92,67842.85,13.74,506,3,0,No
BSNL463609,Andhra Pradesh,Postpaid,3G,Annual,57,951.88,54177.02,20.71,592,0,0,No
BSNL666823,Maharashtra,Prepaid,4G,Monthly,6,816.45,4717.76,25.87,1650,3,4,Yes
BSNL791070,Maharashtra,Prepaid,4G,Two Year,3,278.11,841.79,2.14,1675,1,0,No
BSNL168590,Maharashtra,Prepaid,4G,Annual,7,204.8,1466.38,42.87,519,5,2,Yes
BSNL623586,Karnataka,Prepaid,None,Monthly,52,848.52,43925.9,27.45,1879,0,0,No
BSNL153996,Kerala,Prepaid,None,Annual,7,326.94,2288.29,18.9,632,2,1,Yes
BSNL860909,Telangana,Prepaid,4G,Monthly,57,772.7,43897.49,28.8,672,4,1,Yes
BSNL419972,Kerala,Prepaid,3G,Monthly,40,943.33,37664.53,25.06,1251,0,1,No
BSNL552846,Maharashtra,Prepaid,3G,Monthly,62,281.78,17568.76,38.06,98,1,0,No
BSNL461723,Maharashtra,Prepaid,None,Annual,10,271.17,2628.2,7.6,1745,0,0,No
BSNL571536,Tamil Nadu,Prepaid,3G,Monthly,38,725.62,27652.48,36.43,1217,4,1,Yes
BSNL565288,Andhra Pradesh,Prepaid,None,Monthly,61,364.04,22238.81,6.49,541,2,2,Yes
BSNL474626,Maharashtra,Prepaid,4G,Monthly,42,247.32,10252.38,12.17,1538,2,1,Yes
BSNL444621,Karnataka,Prepaid,4G,Annual,19,273.2,5370.49,38.49,1604,1,0,No
BSNL772288,Karnataka,Prepaid,4G,Two Year,26,1099.47,28414.0,43.26,501,5,3,Yes
BSNL168680,Karnataka,Prepaid,4G,Monthly,9,625.98,5523.91,26.6,1898,3,0,Yes
BSNL861286,Tamil Nadu,Postpaid,4G,Monthly,51,262.56,13589.42,21.7,916,2,0,No
BSNL184298,Andhra Pradesh,Prepaid,3G,Monthly,67,792.31,53040.26,39.58,522,0,2,Yes
BSNL788569,Telangana,Postpaid,3G,Monthly,52,1136.81,58983.22,25.06,317,3,3,Yes
BSNL484337,Tamil Nadu,Postpaid,4G,Two Year,5,318.65,1511.37,29.23,1834,3,1,No
BSNL208007,Tamil Nadu,Prepaid,3G,Monthly,29,571.87,16392.01,6.6,989,2,0,No
BSNL738452,Tamil Nadu,Prepaid,4G,Annual,1,466.02,565.74,27.07,670,1,2,Yes
BSNL208401,Andhra Pradesh,Prepaid,3G,Two Year,45,416.39,18580.68,46.33,1794,0,1,No
BSNL252241,Maharashtra,Prepaid,3G,Annual,6,658.22,4040.41,45.34,1367,4,0,Yes
BSNL676426,Maharashtra,Postpaid,4G,Monthly,7,525.03,3520.72,42.39,254,3,0,No
BSNL168708,Maharashtra,Postpaid,Broadband,Two Year,49,512.26,25021.37,29.22,388,0,0,No
BSNL361610,Maharashtra,Prepaid,3G,Annual,7,395.57,2701.71,5.54,946,6,5,Yes
BSNL853325,Tamil Nadu,Prepaid,4G,Monthly,56,536.09,29988.55,30.16,327,3,1,No
BSNL360548,Karnataka,Postpaid,4G,Monthly,35,364.12,12793.36,35.09,1705,1,2,Yes
BSNL406086,Telangana,Prepaid,3G,Monthly,24,1088.81,26331.05,49.2,730,2,3,Yes
BSNL899662,Kerala,Postpaid,4G,Monthly,64,976.63,62473.08,22.46,920,3,2,Yes
BSNL309022,Maharashtra,Prepaid,Broadband,Two Year,70,1069.74,74876.03,19.01,1052,3,4,Yes
BSNL774366,Karnataka,Prepaid,3G,Two Year,10,585.87,5778.58,43.56,1933,1,2,Yes
BSNL985366,Kerala,Prepaid,Broadband,Monthly,62,465.13,28838.9,17.7,1972,2,1,No
BSNL892743,Kerala,Postpaid,4G,Two Year,49,367.62,17940.81,14.73,1711,3,1,Yes
BSNL196079,Karnataka,Prepaid,Broadband,Two Year,62,857.37,53006.07,9.95,489,0,0,No
BSNL673061,Kerala,Prepaid,None,Annual,28,1105.73,31091.72,3.72,1629,0,0,No
BSNL438077,Telangana,Postpaid,Broadband,Monthly,18,1033.44,18456.04,39.17,1593,1,1,No
BSNL289684,Kerala,Postpaid,4G,Monthly,50,247.35,12263.63,32.06,1794,1,4,Yes
BSNL772702,Karnataka,Prepaid,Broadband,Monthly,10,442.35,4241.37,39.71,1360,0,0,No
BSNL468901,Maharashtra,Prepaid,4G,Monthly,38,155.71,6019.71,37.26,1206,0,1,No
BSNL306321,Kerala,Prepaid,3G,Monthly,19,1079.49,20619.65,10.78,63,1,1,Yes
BSNL597535,Karnataka,Postpaid,4G,Monthly,17,927.59,15623.96,27.83,1974,3,2,Yes
BSNL217554,Maharashtra,Prepaid,4G,Monthly,51,1152.46,58910.05,26.14,1143,0,0,No
BSNL258535,Kerala,Prepaid,3G,Monthly,45,452.51,20395.75,39.52,1571,0,0,No
BSNL336973,Tamil Nadu,Postpaid,4G,Monthly,54,285.61,15423.61,19.4,125,0,2,No
BSNL191998,Tamil Nadu,Postpaid,4G,Monthly,39,939.05,36625.34,16.72,1912,3,1,Yes
BSNL943683,Karnataka,Postpaid,None,Monthly,23,476.94,10939.75,7.1,1403,5,2,Yes
BSNL331476,Andhra Pradesh,Postpaid,4G,Annual,61,439.27,26807.93,48.13,602,4,0,Yes
BSNL553610,Telangana,Prepaid,None,Annual,11,529.41,5728.6,37.48,389,4,2,Yes
BSNL203297,Andhra Pradesh,Postpaid,4G,Monthly,29,1022.22,29772.76,24.18,848,1,1,No
BSNL934678,Kerala,Prepaid,4G,Annual,67,753.82,50594.27,34.56,1740,3,2,Yes
BSNL641092,Karnataka,Prepaid,3G,Monthly,15,871.45,12949.99,45.28,352,0,0,No
BSNL249497,Telangana,Prepaid,Broadband,Monthly,45,1103.4,49766.79,26.47,1827,2,1,Yes
BSNL430108,Maharashtra,Prepaid,4G,Monthly,63,502.17,31455.52,17.84,1879,0,0,No
BSNL110601,Tamil Nadu,Prepaid,4G,Monthly,31,1152.66,35574.83,20.57,530,4,2,Yes
BSNL259119,Andhra Pradesh,Postpaid,None,Monthly,35,840.63,29468.45,39.13,772,4,2,Yes
BSNL629883,Telangana,Prepaid,4G,Monthly,25,818.49,20285.65,41.97,1604,6,0,Yes
BSNL550528,Karnataka,Prepaid,None,Annual,43,408.34,17440.88,33.52,1497,0,1,No
BSNL219594,Karnataka,Prepaid,Broadband,Monthly,65,1170.71,76175.76,40.07,1670,2,1,Yes
BSNL702780,Andhra Pradesh,Postpaid,4G,Monthly,18,555.92,9976.55,40.15,139,1,0,No
BSNL364841,Andhra Pradesh,Postpaid,Broadband,Two Year,59,514.94,30225.31,27.64,292,1,0,No
BSNL686815,Telangana,Postpaid,4G,Monthly,4,299.98,1030.11,27.2,1258,4,6,Yes
BSNL801121,Kerala,Prepaid,3G,Monthly,16,313.73,4950.74,38.7,934,1,1,No
BSNL189738,Telangana,Postpaid,Broadband,Annual,23,433.55,10165.74,48.58,1094,6,1,Yes
BSNL999494,Kerala,Postpaid,4G,Monthly,28,522.45,14719.16,22.85,377,0,0,No
BSNL206650,Telangana,Postpaid,Broadband,Monthly,18,334.65,5897.53,12.44,646,0,1,No
BSNL540203,Andhra Pradesh,Postpaid,Broadband,Monthly,27,297.23,7931.22,32.03,1488,3,1,No
BSNL293335,Maharashtra,Prepaid,Broadband,Monthly,43,999.19,42853.45,47.58,1879,0,0,No
BSNL368759,Telangana,Postpaid,Broadband,Monthly,64,588.61,37643.32,25.55,1711,0,2,No
BSNL557114,Maharashtra,Postpaid,4G,Annual,15,426.18,6419.77,49.12,408,2,0,No
BSNL882615,Tamil Nadu,Postpaid,None,Annual,66,307.5,20205.65,32.93,1912,3,0,No
BSNL226522,Maharashtra,Prepaid,3G,Monthly,42,1193.27,50151.3,33.55,1061,2,0,No
BSNL238864,Telangana,Postpaid,Broadband,Monthly,57,336.88,19173.71,26.2,1181,3,1,Yes
BSNL596181,Tamil Nadu,Postpaid,4G,Monthly,43,508.8,22059.94,21.69,1415,3,1,Yes
BSNL297289,Maharashtra,Postpaid,3G,Monthly,70,716.63,50213.23,3.82,1909,0,0,No
BSNL861729,Kerala,Prepaid,4G,Two Year,2,732.41,1389.84,49.36,1033,0,0,No
BSNL452608,Maharashtra,Postpaid,4G,Annual,8,729.94,5936.41,1.25,196,0,0,No
BSNL324194,Telangana,Postpaid,4G,Monthly,39,334.44,13044.39,8.88,211,1,1,Yes
BSNL690393,Telangana,Prepaid,Broadband,Monthly,45,520.86,23405.55,38.13,1085,1,0,No
BSNL642720,Telangana,Prepaid,4G,Monthly,52,1037.09,53823.92,29.85,1048,0,0,No
BSNL849590,Maharashtra,Prepaid,Broadband,Monthly,50,712.58,35505.04,4.48,1384,5,1,Yes
BSNL876289,Maharashtra,Prepaid,3G,Annual,66,487.99,32348.91,40.35,1217,0,2,No
BSNL972933,Telangana,Postpaid,4G,Monthly,32,594.22,19170.3,13.31,721,1,2,Yes
BSNL973412,Karnataka,Prepaid,Broadband,Monthly,14,392.49,5515.8,34.64,409,1,1,No
BSNL131710,Tamil Nadu,Postpaid,4G,Annual,40,633.99,25371.88,44.72,1035,1,1,Yes
BSNL113509,Karnataka,Prepaid,4G,Monthly,70,725.96,50656.21,37.03,1266,2,0,Yes
BSNL673829,Tamil Nadu,Prepaid,4G,Annual,7,646.13,4398.44,47.2,1520,1,0,No
BSNL152899,Karnataka,Prepaid,Broadband,Monthly,10,574.45,5735.38,47.2,1022,7,2,Yes
BSNL157288,Andhra Pradesh,Postpaid,4G,Annual,68,245.97,16612.38,12.88,838,2,1,Yes
BSNL932313,Tamil Nadu,Prepaid,Broadband,Monthly,57,471.04,26730.28,9.34,1120,4,2,Yes
BSNL630803,Telangana,Prepaid,3G,Monthly,8,307.0,2271.05,17.7,1051,1,2,Yes
BSNL287853,Telangana,Prepaid,3G,Monthly,15,1155.65,17195.65,3.47,610,3,3,Yes
BSNL873885,Karnataka,Prepaid,3G,Monthly,51,840.57,42711.55,32.02,1114,2,3,No
BSNL210828,Telangana,Postpaid,4G,Monthly,13,162.74,2110.85,41.0,671,3,3,Yes
BSNL779367,Tamil Nadu,Prepaid,Broadband,Annual,69,1119.77,77321.06,44.56,395,2,0,No
BSNL270483,Tamil Nadu,Prepaid,Broadband,Annual,61,784.13,47993.75,10.69,1340,0,0,No
BSNL279800,Telangana,Prepaid,4G,Monthly,60,337.52,20370.68,38.9,560,2,2,Yes
BSNL274663,Kerala,Postpaid,4G,Annual,40,1168.77,46614.53,14.25,245,1,0,No
BSNL545344,Telangana,Prepaid,4G,Two Year,37,423.35,15783.95,15.4,1163,1,1,No
BSNL853664,Maharashtra,Prepaid,Broadband,Monthly,2,816.7,1792.68,3.11,260,3,2,Yes
BSNL817030,Telangana,Prepaid,4G,Monthly,39,943.58,36633.29,36.58,506,2,0,No
BSNL240659,Kerala,Prepaid,4G,Annual,71,1106.92,78615.38,24.18,437,1,0,No
BSNL941631,Karnataka,Postpaid,4G,Annual,47,1156.0,54499.16,48.13,1172,2,2,No
BSNL960777,Maharashtra,Prepaid,Broadband,Annual,49,803.26,39555.22,34.98,1694,1,0,No
BSNL745901,Andhra Pradesh,Prepaid,4G,Two Year,28,873.71,24267.21,16.27,174,0,0,No
BSNL495576,Telangana,Prepaid,4G,Two Year,44,719.93,31636.74,9.55,982,1,0,No
BSNL235902,Telangana,Prepaid,3G,Monthly,4,1161.97,4719.45,26.57,1257,1,0,No
BSNL493074,Telangana,Postpaid,None,Monthly,15,609.54,9114.95,43.49,1022,2,3,Yes
BSNL991378,Kerala,Prepaid,4G,Monthly,23,659.66,15146.53,45.49,1131,1,1,No
BSNL978247,Kerala,Prepaid,4G,Monthly,34,155.42,5089.36,45.39,1436,0,2,No
BSNL531386,Tamil Nadu,Prepaid,4G,Annual,46,1181.08,54297.76,15.8,354,2,2,No
BSNL474630,Tamil Nadu,Prepaid,Broadband,Annual,63,1009.18,63613.91,8.52,1993,3,2,Yes
BSNL891040,Kerala,Postpaid,None,Monthly,57,804.3,45655.85,13.46,1308,2,6,Yes
